text,l1
"See: seagoal ; wave; stones; tree ;relax people;boat feel warm&relax
Hear: wave;kids laugh;seagoal
Smell:salt water; bbq 
Taste:salt water ;fresh seafood;bbq
Touch &feel:warm sands;sunshine;cool water;live creature: crab,starfish,small fish
",Chinese
"
Descriptive writing

List:
See: 
People play volley ball
Sand
Sky
Sun set
Hear:
The sound of the waves
Shell sound 
Birds
Chips 
Lough 
Smell/taste:
Salt water
Ice cream
Barbecue
Touch:
Water
Sand
Building castell
Feel: 
The sand
Wind breeze smooth 
",Arabic
"See: ocean, sand, wave, coco tree, children, parents, coke, juice, beautiful house, bikini, fish, jeilfish, BBQ
Hear: talk, gossip, laugh, wave, music, 
Touch: ocean, sand, wave, fish, coco tree, 
",Chinese
"


See blue sky, waves, people, balls, net, boat, sand.
Hear waves, slap, ssshh, music, cry. 
Feel sand between toes, worm, happy, rest.
Touch hand my wife, ball, smooth sand.
Taste ice cream, fried fish, water, 
",Arabic
"
See: Waves , Muscular man , Bride

Hear: Waves ,Bride Soundes , Music , Slap of ball

Smell: Barbeku , Smoke ,

Taste: Salt Water , Ice cream 

Touch: Sand , Water

Feel: Wetweather , Happy
, Worm , relax
",Arabic
"The beach

see; dark sky, a lot of stars, any person and sea

hear;wave sounds

smell

taste

touch&feel;breezing

register, require, contact, flexible, available

I require a blanket.
",Japanese
"List 
See         blue sky     blue water         beautiful  girls         running  children              birds flying     
               Dancing girls          teamplayers waterball         boats  plane 
Taste         fish     drink ice soda      BBQ      fresh fruits  
Fell            con             
",Chinese
" Andrew
See: sea, sun, BBQ, seabird,fish
Hear: windy, laughing,
Smell: delicious foods,
Taste: salt, delicious, 
Touch: sea, shell, stone, sand
Feel: comfortable, relax, warm, exciting, 
",Chinese
"ANON_NAME_0 Shubaili
Feb 16, 2012
Writing Homework

On the beach
See: I see people 
Hear: I hear sound wind 
Smell: I smell fish
Touch: I touch the sand
Feel: I feel comfortable 
",Arabic
"Feb 16, 2012 
ANON_NAME_0 ANON_NAME_1
Writing 3 

 Beach


See:
1: ships
2: sea
3: birds
4: children

Hear:
1: weaves sound
2: Birds' sound
3:children sound

Feel:
1: happiness
2: freshness
3:quiet

Smell:
1: fish smell 
2: land smell at the sea
3:barbicue smell

Taste: 
1: fish taste 
",Arabic
"While I was listening to the news, my sisters were singing
All the sentences happened on the same time.",Arabic
"When I was taking shawer, my children were playing computer games.

The towice acction happed in the same times.",Arabic
"ANON_URLSITE

It is useful because it has a lot of subject in many filed. Even if you looking for a special subject which relate to a special major, you may find it there.",Arabic
"ANON_URLSITE

amazing web site that i knew it before 5 months. From the first second I saw the website I found tow of the subject which i am looking for, I never found those subjects in any other free websites.",Arabic
"ANON_URLSITE
from my perspective this website is very useful and has a lot of subjects with different subtitle languages also its very easy to use ",Arabic
"ANON_URLSITE
It's very very useful and it helps in the toefl because it has a lot of topics that use in the toefl test",Arabic
"ANON_URLSITE 
I found that it was very interesting that the website provides a subtitles of 35 different laguages. I also liked the way the talks are organized it attraracts a person`s attention. ",Arabic
"ANON_URLSITE
I liked this website because it had headlines and advertisement clips. 
Bright colours. ",Arabic
"ANON_URLSITE 
There was a breaking news which was in a bright clorour. 
Different topics (sport, political, celebrity, health.etc) were well organized on the homepage. ",Arabic
"ANON_URLSITE

I think this website is very interesting in my perspective because it shows important lectures and talks in many categorizes such as technology, design science and global issues. There are distinct information that will be helpful soo much for students.",Arabic
"
ANON_URLSITE
the website design is very comfortable for my eyes 
also they schedule their program in a methodical way
they have vast material like series
Easy to browse the website and move from page to another 
they allow comments",Arabic
"
ANON_URLSITE
they have vast material like videos , books
they offer daily news quiz
they allow comments
the language is clear",Arabic
"
ANON_URLPAGE

it makes me feel as if I am in a real lecture
training me to get professors abbreviation ",Arabic
"'ANON_URLPAGE'
I think I need to listen about some academic speech from some famous person like Steve Jobs etc.. because everything they said is not only for kidding like movies or series. So, I should listen some speech on there, too.",Korean
"One thing I like PBS is that I can get general ideas and informations. However, sometimes I think that it has the prejudicial perspective on spesific area, but overall it's good.",Korean
"I like website because I can listen a whole semester's lectures, and I'll get deep understand about the lecture. Also, it's not deal with difficult theme. So, I'm not hard to continue to listen.
",Korean
I like Academicearth web site because there are many lectures of diverse universities in one site. It's easy to reach lectures and the running time is approximately forty five minutes. ,Korean
"ANON_URLPAGE
This is a conference channel in which various materials, including business, politics, and science, are posted as a type of moving picture. All data are well classified to find easily according to chronological order. ",Korean
"ANON_URLSITE
i believe channel is an international organization engaging people in writing and essay relevant to core values around our life. We can use many many sound files easily, and we can write a essay according to the guide line for writing.",Korean
"ANON_URLSITE
This site is also great because there are a lot of materials to practice English listening.",Korean
"ANON_URLPAGE

I think its useful for us because cnn reporters have clear pronucition 

there is a quize to evaluate your understanding",Arabic
"ANON_URLPAGE

it is good because I feel as If I am in real lecture 
hleps to know professor abbriviation

",Arabic
"Sara was standing under a tree when it began to rain.
the first event ( sara was standing under a tree )",Arabic
"Sara was standing under a tree when it began to rain.
the first event ( sara was standing under a tree )",Arabic
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet.,Arabic
"List: 
See: waves , fish , rock ,people 
Hear : sound of waves , music 
Smell :  sea salt , barbecues 
Taste : tea , sea salt , lamb , 
Touch / feel : interested , comfortable 
",Arabic
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet.,Korean
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet.,Japanese
Ships are able to travel faster from the west to the east as a result of the build of the Suez Canal.,Japanese
"Since readers obtain more up-to-date information from the Internet, newspapers and magazines are losing subscribers",Arabic
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet. ,Arabic
"Since readers obtain more up-to-date information from internet, newspapers and magazines are losing suscribers.",Spanish
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet.,Arabic
"Since readers obtain more up-to-date information from the Internet, newspers and magazines are losing subscribers.",Arabic
"Since readers obtain more up-to-date information from the Internet since, newspapers and magazines are losing subscribers ",Arabic
"it is an interesting things to become a Monk for one day or more.
In my case, I don't think it will be a good idea to stop using the technology, even for one hour. my perspective on the technology is that it makes our life more easy.
",Arabic
Most patients can expect to lose 50 to 70 percent of their excess body weight within 12 to 18 months of the surgery. ,Arabic
"She started by walking from her driveway to her neighbor's driveway. No, it was so difficult for her.",Arabic
Newspapers and magazines are losing subscribers since readesr obtain more up-to-date information from the Internet. ,Chinese
Most patients can expect to lose 50 to 70 percent of their excess body weight within 12 to 18 months of the surgery.,Arabic
"At first, she start from her driveway to her neighbor's driveway. It was not easy for her. Actually it was challenging for her as a beginner.",Arabic
"Monk in party w friends
tv show -> 100 cases
last case
victims: strangled front, part time actress; missing lipstick.
photos taken by same photographer --> suspect
no evidence
photographer suicide
case closed",Arabic
Q3. The bystander effect is a social psychological phenomenon that refers to cases where individuals do not offer any means of help in an emergency situation to the victim when other people are present.,Arabic
"Q4. Are we that influence by other people?? Does the near presence keep you from doing something??Why do people be influence by other??? Example one person standing in the intersection and look up .99 % of the people do the same action, are looking up.",Arabic
About humans in situation like a social event with surrounded by other people like we study people who do their behavior change as the based on very fact that surrounded by other people.,Arabic
social psychology is about humans in situation with surrounded by other people study dose the behavior change because of presence other people.,Arabic
They ask question related to things that help them explain to understand and predict human social behavior. ,Korean
"since readers obtain more p-to-date information from the Internet, Newspapers and magazines are losing subscribers. ",Spanish
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the Internet.,Arabic
Newspapers and magazines are losing subscribers since readers obtain more up-to-date information from the internet.,Arabic
"Process for prepare yourself to be ready to do job interview
1. Shave your face
2. suitable clothing
3. expect questions
4. sleep enough
5. come early
 ",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"Told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having been known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
learning that using good sunglasses will protect their corneas. Many people have bought good sunglasses.,Arabic
"Realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"being told that that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"having been known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"learning that using good sunglasses will protect their corneas, many people have bought good sunglasses.",Arabic
"realizing that they can contribute to their own good health,people eat much more knowledgably than they used to.",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"(Being) told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having been known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"learning that using good sunglasses will protect their corneas, many people have bought good sunglasses.",Arabic
"Realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products",Arabic
"Having told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"Having learned that using good sunglasses will protect their corneas, Many people have bought good sunglasses.",Arabic
"Realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"Having know that fiber in the diet is excellent for digestion, they are consuming more fruit, vegetables, and whole wheat products.",Arabic
"Having told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"After learning that using good sunglasses will protect their corneas, many have bought good sunglasses.",Arabic
"After realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetable, and whole wheat products.",Arabic
"Having been told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"Having learning that using good sunglasses will protect their corneas, people have bought good sunglasses.",Arabic
"Realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"Told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Arabic
"Having known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Arabic
"Learning that using good sunglasses will protect their corneas, many People have bought good sunglasses.",Arabic
"After realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Arabic
"knowing that fiber in the diet is excellent for digestion,people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"having told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk,people began buying these nutrients in large quantities.",Arabic
"having known for a long time that too much salt and sugar is unhealthful,people buy a lot of salt-free and sugar-free products.",Arabic
After realizing that they can contribute to their own good health. people eat much more knowledgeably than they used to.,Arabic
"knowing that fiber in the diet is excellent for digestion,people are consuming more fruit, vegetables, and whole wheat products.",Arabic
"Senior citizens not wanting to become decrepit,Many of Senior citizens exercise regularly to avoid this.",Arabic
"Having told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk,people began buying these nutrients in large quantities.",Arabic
"Having known for a long time that too much salt and sugar is unhealthful,people buy a lot of salt-free and sugar-free products.",Arabic
"After realize that they can contribute to their own good health,people eat much more knowledgeably than they used to.",Arabic
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Chinese
"Having been told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Chinese
"Having known for a long time that too much salt and sugar is unhealthful, people buy a lot of salt-free and sugar-free products.",Chinese
"Learning that using good sunglasses will protect their corneas, Many people have bought good sunglasses.",Chinese
"Realizing that they can contribute to their own good health, people eat much more knowledgably than they used to.",Chinese
"Knowing that fiber in the diet is excellent for digestion, people are consuming more fruit, vegetables, and whole wheat products.",Chinese
"Having been told that vitamin C, vitamin E, and beta-carotene greatly reduce cancer risk, people began buying these nutrients in large quantities.",Chinese
"Having known for a long time that too much salt and sugar in unhealthful, people buy a lot of salt-free and sugar-free products.",Chinese
"Learning that using good sunglasses will protect their corneas, many people have bought good sunglasses.",Chinese
"Realizing that they can contribute to their own good health, people eat much more knowledgeably than they used to.",Chinese
"acknowledge, clarify, discriminate, eliminate, reluctant, abstract, crucial, inherent, rational, stable, ambiguous, coordinate, generate, parallel, trigger, access, anticipate, enhance, reveal, underlie, attribute, bias, exhibit, philosophy, violate, adapt, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, inevitable, manipulate, transform.",Korean
"acknowledge, clarify, discriminate, eliminate, reluctant, abstract, crucial, inherent, rational, stable, ambiguous, coordinate, generate, parallel, trigger, access, anticipate, enhance, reveal, underlie, attribute, bias, exhibit, philosophy, violate, adapt, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, manipulate, inevitable, transform",Arabic
"acknowledge,clarify,discriminate,eliminate,reluctant,abstract,crucial,inherent,rational,stable,ambiguous,coordinate,generate,parallel,trigger,access, anticipate, enhance, reveal, underlie, attribute, bias, exhibit, philosophy, violate, adapt, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, inevitable, manipulate, transform",Arabic
"acknowledge 
clarify 
discriminate
eliminate 
reluctant 
abstract 
crucial 
inherent 
rational 
stable 
ambiguous 
coordinate 
generate 
parallel 
trigger 
access 
anticipate 
enhance 
reveal 
underlie 
attribute 
bias 
exhibit 
philosophy 
violate 
adapt 
emerge 
framework 
justify 
trend 
compensate 
diverse 
impose 
sustain 
unify 
arbitrary 
fluctuate 
inevitable 
manipulate",Arabic
"acknowledge
clarify
discriminate
eliminate
reluctant
abstract
crucial
rational
inherent 
stable
ambiguous 
coordinate
generate
parallel 
trigger 
access
anticipate 
enhance
reveal
underlie
attribute
ANON_NAME_0
exhibit
philosophy
violate
adapt
emerge
framework
justify
trend
compensate
diverse
impose
sustain
unify
arbitrary
fluctuated 
inevitable
manipulate 
transform",Arabic
"implement
integrate
maximize
pursue
reinforce

arbitrary
fluctuate
inevitable
manipulate
transform

compensate
compensation
impose
sustain
unify

adapt
emerge
framework
justify
trend

attribute
bias
exhibit
philosophy
violate

access
anticipate
enhance
reveal
underlie

ambiguous
coordinate
generate
parallel
trigger

abstract
crucial
inherent
rational
stable

acknowledge
discriminate
eliminate
reluctant",Korean
"acknowledge, clarify, discriminate, eliminate, reluctant, abstract, crucial, inherent, rational, stable, ambiguous, coordinate, generate, parallel, trigger, access, anticipate, enhance, reveal, underlie, attribute, bias, exhibit, philosophy, violate, adapt, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, inevitable, manipulate,and transform.",Arabic
"acknowledge, clarify, discriminate, eliminate, reluctant, abstract, crucial, inherent, rational, stable, ambiguous, coordinate, generate, parallel, trigger, access, anticipate, enhance, reveal, underlie, attribute, bias, exhibit, philosophy, violate, adapt, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, inevitable, manipulate, and transform.",Arabic
"acknowledge
clarify
discriminate
eliminate
reluctant
abstract
crucial
inherent
rational
stable
ambiguous
coordinate
generate
parallel
trigger
access
anticipate
enhance
reveal
underlie
attribute
bias
exhibit
philosophy
violate
adapt
emerge
framework
justify
trend
compensate
diverse
impose
sustain
unify
arbitrary
fluctuate
inevitable
manipulate
transform",Korean
"acknowledge 
diverse
clarify
bias
reluctant
attribute
impose
transform
parallel
compensate
emerge
access
anticipate
enhance
reveal
underlie
eliminate
discriminate
crucial
inherent
rational
stable
ambiguous
coordinate
generate
trigger
exhibit
philosophy
violate
adapt
framework
justify
trend
sustain
unify
arbitrary
fluctuate
manipulate
transform",Arabic
"adapt
cruical
aknowledgment
clarify
discriminate
eliminate
reluctant
abstract
inherent
rational
stable 
ambiguous
coordinate
generate 
parallel 
trigger
access
anticipate
enhance
reveal
underlie
attribute
bias
exhibit
philosophy 
violate
emerge
framework
justify 
trend
compensate
diverse
impose
sustain 
unify
arbitrary
fluctuate
inevitable
manipulate
transform",Arabic
"acknowledge
clarify
discriminate
eliminate
reluctant
abstract
crucial
inherent
rational
stable
ambiguous
coordinate
generate
parallel
trigger
access
anticipate
enhance
reveal
underlie
attribute
bias
exhibit
philosophy
violate
adapt
emerge
framework
justify
trend
compensate
diverse
impose
sustain
unify
arbitrary
fluctuate
inevitble
manipulate
transform",Arabic
"acknowledge

clarify

discriminate

eliminate

reluctant

abstract

crucial

inherent

rational

stable

ambiguous

coordinate

generate

parallel

trigger

access

anticipate

enhance

reveal

underlie

attribute
bias

exhibit

philosophy

violate

adapt

emerge

framework

justify

trend

compensate

diverse

impose

sustain

unify

arbitrary

fluctuate

inevitable

manipulate

transform",Arabic
"acknowledge
clarify
discriminate
eliminate
reluctant

abstract
crucial
inherent
rational
stable

ambiguous
coordinate
generate
parallel
trigger

access
anticipate
enhance
reveal
underlie

attribute
bias
exhibit
philosophy
violate

adapt
emerge
framework
justify
trend

compensate
diverse
impose
sustain
unify

arbitrary
fluctuate
inevitable
manipulate
transform",Chinese
"manipulate
transform
valid
inevitable
generate
acknowledge
coordinate
trend
exhibit
rational
reluctant
discriminate
clarify
abstract
unify
justify
enhance
trigger
sustain
parallel
diverse
cooperate",Japanese
"Acknowledge
clarify
discriminate
eliminate
reluctant
abstract
crucial
inherent
rational
rationalize
stable
ambiguous
coordinate
generate
parallel
trigger
access
anticipate
enhance
reveal
underlie
attribute
bias
exhibit
philosophy
violate
adapt
emerge
framework
justify
trend
compensate
diverse
impose
sustain
unify
arbitrary
fluctuate
inevitable
manipulate
transform",Arabic
"acknowledge
clarify 
discriminate
eliminate 
reluctant 
abstract
crucial 
inherent 
rational
stable 
ambiguous 
coordinate 
generate 
parallel 
trigger
access
anticipate
enhance
reveal 
underlie 
attribute 
bias 
exhibit
philosophy 
violate 
adapt 
emerge
framework
justify 
trend
compensate
diverse
impose
sustain 
unify 
arbitrary 
fluctuate 
inevitable
manipulate 
transform",Arabic
"acknowledgment, enhance, adapt, rational, generate, sustain, clarify, discriminate, eliminate, reluctant, abstract, inherent, crucial, inherent, rational, stable, ambiguous, coordinate, parallel, trigger, access, anticipate, reveal, underlie, attribute, bias, exhibit, philosophy, violate, emerge, framework, justify, trend, compensate, diverse, impose, sustain, unify, arbitrary, fluctuate, inevitable, manipulate, transform.",Arabic
"This article is about a lot of homosexuals were cruelly killed in Iraq, but the Iraq government didn't admited the fact that they killed these people. ",Chinese
" In the Us Emo is short for ""emotional"" and generally identifies teens or young adults who listen to alternative music, dress in black, and have radical hairstyles. Emos are not necessarily gay, but they are sometimes stereotyped as such.In contrast,to Iraqis, ""Emo"" is widely synonymous with ""gay."" ",Chinese
" The Iraqi government said that some people were killed by unidentified gangs,and others were killed by bludgeoning and no arrests have been made. In addition, the Quran forbids homosecuality,and Islamic militias have targeted gays in what they term killings"" to preserve the religious idea.""",Chinese
"I think this situation should be forbidden in Irap because everyone has the right to choose their lifestyle. In additon, the murders who killed homosexuals should be punished. Also, I think the UN should take some actions to help these people to get rid of this situation.",Chinese
This article is about that young people who identify themselves as so-called 'Emo' are being brutally killed by anonymous gangs in Iraq because of their homosexuality. ,Korean
"Emo is widely synonymous with gay in Iraq. However, In the US, Emo is short for ""emotional"" and generally identifies teens or young adults who listen to alternative music and have radical hair styles. They are not necessarily gay, but they are sometimes stereotyped as gay. ",Korean
"I think every person has their own free of expression. These young people should not have been killed because of their sexual identities and alternative lifestyles. Even though people in Iraq believe the Quran which forbids homosexuality, they have no right to kill others. ",Korean
"Vocabulary: 
1- Global (Adj) = affecting or including the whole world. (Universal)
2- Collaboration (N) = when someone work together with another person to achieve something.
",Arabic
"Despite the claims that art censorship is necessary to protect our society from violence or excessive sex, art censorship can violate the freedom of speech. ",Korean
"In Iraq, the word ""Emo"" means close to ""gay"", but in the U.S., it generally means the young and young adult people who listen to alternative music, dress in black, and have radical hairstyles.",Japanese
"The Iraqi government was reluctant to deal with this issue.
The one thing that the government did was that it urges schools to crack down the camera phone in school or abhorrent behavior, and prohibited students from staying in classes during the school hours.",Japanese
"Although many consider that a gun laws is American's right to protect themselves, I believe the United States should eliminate the legalization of gun used. ",Arabic
"In the U.s, it's a short word of emotional, the guy who listen to alternative music and dress in black, Emos are not necessarily gay, but they are sometimes stereotyped as such.

In Iraq,""Emo"" is widely synonymous with ""gay."" .",Arabic
they should protect the Emo people and give them the right to do what they want to do. they have to stop the killing and thry should raise the awareness between the Iraqi people.,Arabic
"In Iraq= gay.
In the United States= teens or young adults who listen to alternative music, dress in black, and have radical hairstyles. Emos are not necessarily gay, but they are sometimes stereotyped as such.",Arabic
I would like to have sight and smell. the color incorporated smell. when i see a color i feel like smell something. it seems activated simultaneousely. if i see blue i get a salty smell. or if i see yellow i get a sweet smell.,Korean
"There are young Iraqis who call themselves ""emo"". They are facing injustice and murder from militant groups because they have the characteristics of gay. So they cannot get out a lot from their homes. Recently exposure a large number of them killed.",Arabic
"In Iraqis, ""Emo"" is widely synonymous with ""gay.""

In the U.S ""emo"" is teens or young adults who listen to alternative music, dress in black, and have radical hairstyles. ""emo"" are not necessarily gay, but they are sometimes stereotyped as such
",Arabic
"The Iraqi government should prevent the murder and injustice strongly that are happening for ""Emo"" and it punishes criminals. Also, the government should lay people who are specialists in this side until they are re-these young people to the right.",Arabic
"From my perspective, ""emo"" should be treated gently by community because they are human beings make mistakes. Also, what happens to ""emo"" is a crime does not accept the logic or religion.",Arabic
"The article provides information about how the situation in Iraq is not safe for people who consider themselves as Emo. Also, the article shows a considerable number of gay people was killed in Iraq. ",Arabic
Emo in Iraq means gay while in the United States it means a type of young people who dressed and behave in a certain way such as wearing black cloths and listening to alternative music. ,Arabic
The Iraqi government worried about this situation but they said that they cannot control the situation. ,Arabic
"I believe that the situation in Iraq getting worse everyday since the violence threaten people's life there. The lack of the security and instability has caused many crimes such as killing gays. However, killing gays is one of several crimes that Iraq will take many years to solve it. ",Arabic
The article is about Emos in Iraq and the fact that their killing rate by militiamen has increased recently. ,Arabic
"Emo in Iraq means gay.In the US, it identifies teens or young adults who listen to alternative music, dress in black, and have radical hairstyles. They are not necessarily gay, but they are sometimes stereotyped as such.",Arabic
"Although homosexuality is forbidden in Islamic religion, I do not think this is the right way to deal with it; because such punishment is only approved by a judge in a court after confessing the sin.",Arabic
Some governments are considered to be antiwar and they prefer to try peaceful interventions rather than fighting.,Arabic
"This article talks about different meaning f emo in Iraq and the US.Also, it states that emo in Iraq are killed and the security police can not stop these crimes.",Arabic
"Emo in Iraq means being gay. On the other hand, in the US, it means that young people who wear black ,listen to alternative music and get strange haircut.",Arabic
"This article talks about different meaning of emo in Iraq and the US.Also, it states that emo in Iraq are killed and the security police can not stop these crimes.",Arabic
"Emo in Iraq means being gay. On the other hand, in the US, it means that young people who wear black ,listen to alternative music and get strange haircut.",Arabic
"It cracks down against abhorrent behavior in the schools.Also, it does allow to students to leave the classes during school hours. In addition, Iraq police assign squad to protect emo.",Arabic
"This article talks about different meaning of emo in Iraq and the US.Also, it states that emo in Iraq are killed and the security police can not stop these crimes.",Arabic
"Emo in Iraq means being gay. On the other hand, in the US, it means that young people who wear black ,listen to alternative music and get strange haircut.",Arabic
"It cracks down against abhorrent behavior in the schools.Also, it does allow to students to leave the classes during school hours. In addition, Iraq police assign squad to protect emo.",Arabic
"* To form, shap, or organize again or in different way.
* Engneers usually like to reshap buildings in different shaps.",Arabic
"* To take the bones out of a fish or a piece of meat.
* My Mom debone of meat when we want to do a barbecue party.",Arabic
The restaurant is closed because the owner wants to reshape resraurant's style to become more attractive.,Arabic
"

Information:

Name: Dennis ANON_NAME_0 
Name of program: Social Psychology
Type of program: Lecture last 30 minutes
Location of program: YouTube- Biola University
Date: 3/14/2012

",Chinese
"Information:
My name: Wilson
Name of program: Kony 2012
Type of program: documentary
Location of program: youtube
Date: MAR.14.2012
",Chinese
"Word: absurd
Part of speech: adj
Sentence from listening: This is absurd
Definition: ridiculous or completely unreasonable:
Your sentence: It is ridiculous that going out in raining day without bringing umbrella.

",Chinese
"1. Watching comments of the video
2. Read summary from internet to get some main idea.
3. Predicting the movie after I read summary.
4. Write the summary of the movie.
5. Find transcript to help me understand more. 
",Chinese
"I don't like to have synesthesia. If I have it, I would like to hook my hearing with my sight. For example, when I hear any song, my seeing will be activated simultaneously. If I have it, I will not hesitate to tell any bodies about it.",Arabic
"Name of the program: Ken Robinson - Changing education paradigms
Type of program: TED
Link: ANON_URLPAGE: 3/15/2012",Chinese
"Vocabulary: imperative 
In program: driven by an economic imperative of the time
Definition: an obligatory act or duty
Sentence: Studying and doing homework are imperatives for students.",Chinese
"ANON_URLPAGE
ANON_URLPAGE
ANON_URLPAGE
ANON_URLPAGE
ANON_URLPAGE
ANON_URLPAGE

it is divided to 6 parts.",Arabic
"Exchange heat: To replace the temperature from cold to warm

Penguins have exchange heat system to help them survive in very cold weather.",Arabic
"1- I discussed the topic with a friend.

2- I checked the viewers comments about the film on YouTube.

3- I search about the topic.
",Arabic
"Name: roaa almarzoki

Name of program: the chocolate box

Type of program: movie

Location of program: Brussels

Date of listenning : 15/ 3/ 2012
",Arabic
"Brussels, inspector Japp and poirot in Brussels, Japp to receive an award, poirot met an old friend, discussion about the case of Mr. Delourard, happened 20 years ago, ANON_NAME_0 the wife of Delourard, her death, the mother of Mr. Delourard, the mystery in his death, Mr. Saint alard",Arabic
"Audacity
Meaning : fearless, daring, intrepid
Noun
Some people have the audacity to kill innocent people",Arabic
"list
1 go to college
2 get MD
3 get master
4 come to U.S.
5 study English in Pitt.
6 passed TOELF test.
7 passed GRE test.
8 apply PHD

",Chinese
"Yes, they should. Because in this way they can improve the environment in which they are studying, and it can be very helpful to make better the experience of studying. ",Spanish
"I think that the sexual transmitted diseases are a remarkable topic in the world today. People who don't care about that are in risk to acquire a disease, and they become in a risk for others in the society. ",Spanish
I am not sure. I don't know a lot about law. But I know something that is illegal in U.E. and legal in Colombia. People in Colombia can drink alcohol since 18 years old.,Spanish
"Yes, I used to act as an interpreter when I was woking in my hospital. It was a hard but significant experience in my life.",Chinese
"Yes, I think students should be involved in the local community where they study. Because it assists them to adjust different cultures and obtain a better life.",Chinese
"Yes, there is. People can drink at any age is legal in my country, but it is illegal in the U.S. for a teenager who is under 21 year-old.",Chinese
"Yes, I would like to obtain a PhD degree in a few years, because it is an important target in my life. ",Chinese
Yes they should be involve. Because they should involve in  Community Service beside theoretical study.,Arabic
"Improve my English language
Pass TOEFL exam
Get admission 
Study hard 
Review my knowledge
Learn how to write essay very well
Focus in my major
Do some research 
Ask experts 
",Arabic
"I have never acted as an interpreter. But, I think it seems like hard, when I get more English skill, I want to try to act an interpreter.",Japanese
"Most significant issue is economy in the world, we have to cooperate with all the countries to solve this issue.",Japanese
"In Japan a 20 years old can drink alcohol, but in the States, if a person who is 20 years old drink alcohol, that is illegal. The person will be arrested.",Japanese
"I would not like to obtain a PhD degree. Because I do not need it. If I were 18 years old, I would kike to, but I can not to take it now, it is too late.",Japanese
"I've never act as an interpreter, but I think it is a big challenge to me. I do not think it an easy experience. My high English teacher said as an interpreter is hard.",Chinese
"yes, I agree with it. In my opinion, students work in the local community can develop their work skills more flexible. And I think the process of students work it has siginificant meaning and it has big benefit for themselves.",Chinese
